id,timestamp,hostname,vrf,description,ipv4_rt_import,ipv4_rt_export,ipv6_rt_import,ipv6_rt_export,ipv4_max_prefix,ipv4_max_prefix_threshold,ipv6_max_prefix,ipv6_max_prefix_threshold,modified_by_id
46475,"2021-05-18 01:49:42.190034",OLGPXOLGCICU001,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
46476,"2021-05-18 01:49:42.190069",OLGPXOLGCICU001,IPR3094_CHINA,,['1:3094'],['1:3094'],[],[],8000,80,,,1
46477,"2021-05-18 01:49:42.190104",OLGPXOLGCICU001,IPR3381_LARES,,['1:3381'],['1:3381'],[],[],8000,80,,,1
46478,"2021-05-18 01:49:42.190139",OLGPXOLGCICU001,IPR3926_BPI03,,['1:3926'],['1:3926'],[],[],8000,80,,,1
46479,"2021-05-18 01:49:42.190173",OLGPXOLGCICU001,IPR5263_SINAG,,['1:5263'],['1:5263'],[],[],8000,80,,,1
46480,"2021-05-18 01:49:42.190208",OLGPXOLGCICU001,IPR6111_BIRMO,,['1:6111'],['1:6111'],[],[],8000,80,,,1
46481,"2021-05-18 01:49:42.190242",OLGPXOLGCICU001,IPR6170_PEPSI,,['1:6170'],['1:6170'],[],[],8000,80,,,1
46482,"2021-05-18 01:49:42.190277",OLGPXOLGCICU001,IPR3181_PSBANK,,['1:3181'],['1:3181'],[],[],8000,80,,,1
46483,"2021-05-18 01:49:42.190312",OLGPXOLGCICU001,IPR3187_WILCON,,['1:3187'],['1:3187'],[],[],8000,80,,,1
46484,"2021-05-18 01:49:42.190346",OLGPXOLGCICU001,IPR3232_EWBANK,,['1:3232'],['1:3232'],[],[],8000,80,,,1
46485,"2021-05-18 01:49:42.190380",OLGPXOLGCICU001,IPR3551_GUAGUA,,['1:3551'],['1:3551'],[],[],8000,80,,,1
46486,"2021-05-18 01:49:42.190415",OLGPXOLGCICU001,IPR3852_PBCOM1,,['1:3852'],['1:3852'],[],[],8000,80,,,1
46487,"2021-05-18 01:49:42.190450",OLGPXOLGCICU001,IPR7481_BUOFTT,,['1:7481'],['1:7481'],[],[],8000,80,,,1
46488,"2021-05-18 01:49:42.190484",OLGPXOLGCICU001,IPR30044_HUANMS,,['1:30044'],['1:30044'],[],[],40000,80,,,1
46489,"2021-05-18 01:49:42.190520",OLGPXOLGCICU001,IPR3013_GOLDARC,,['1:3013'],['1:3013'],[],[],8000,80,,,1
46490,"2021-05-18 01:49:42.190555",OLGPXOLGCICU001,IPR3023_SUNLIFE,,['1:3023'],['1:3023'],[],[],8000,80,,,1
46491,"2021-05-18 01:49:42.190590",OLGPXOLGCICU001,IPR3060_BOARDWK,,['1:3060'],['1:3060'],[],[],8000,80,,,1
46492,"2021-05-18 01:49:42.190625",OLGPXOLGCICU001,IPR3063_ABOITIZ,,['1:3063'],['1:3063'],[],[],8000,80,,,1
46493,"2021-05-18 01:49:42.190659",OLGPXOLGCICU001,IPR3068_PJLHUIL,,['1:3068'],['1:3068'],[],[],8000,80,,,1
46494,"2021-05-18 01:49:42.190694",OLGPXOLGCICU001,IPR3075_MTTRADE,,['1:3075'],['1:3075'],[],[],8000,80,,,1
46495,"2021-05-18 01:49:42.190728",OLGPXOLGCICU001,IPR3104_PHILBUS,,['1:3104'],['1:3104'],[],[],8000,80,,,1
46496,"2021-05-18 01:49:42.190764",OLGPXOLGCICU001,IPR3135_SECBANK,,['1:3135'],['1:3135'],[],[],8000,80,,,1
46497,"2021-05-18 01:49:42.190799",OLGPXOLGCICU001,IPR3164_STRADCM,,['1:3164'],['1:3164'],[],[],8000,80,,,1
46498,"2021-05-18 01:49:42.190833",OLGPXOLGCICU001,IPR3172_BDO_NET,,['1:3172'],['1:3172'],[],[],8000,80,,,1
46499,"2021-05-18 01:49:42.190868",OLGPXOLGCICU001,IPR3175_METBANK,,['1:3175'],['1:3175'],[],[],8000,80,,,1
46500,"2021-05-18 01:49:42.190902",OLGPXOLGCICU001,IPR3200_PURGOLD,,['1:3200'],['1:3200'],[],[],8000,80,,,1
46501,"2021-05-18 01:49:42.190937",OLGPXOLGCICU001,IPR3289_PSSLOAN,,['1:3289'],['1:3289'],[],[],8000,80,,,1
46502,"2021-05-18 01:49:42.190972",OLGPXOLGCICU001,IPR3374_LBCXPRS,,['1:3374'],['1:3374'],[],[],8000,80,,,1
46503,"2021-05-18 01:49:42.191007",OLGPXOLGCICU001,IPR3517_UNGLASS,,['1:3517'],['1:3517'],[],[],8000,80,,,1
46504,"2021-05-18 01:49:42.191041",OLGPXOLGCICU001,IPR3544_BOIDATA,,['1:3544'],['1:3544'],[],[],8000,80,,,1
46505,"2021-05-18 01:49:42.191076",OLGPXOLGCICU001,IPR3619_NETNFRA,,['1:3619'],['1:3619'],[],[],8000,80,,,1
46506,"2021-05-18 01:49:42.191110",OLGPXOLGCICU001,IPR3790_ROB_SAV,,['1:3790'],['1:3790'],[],[],8000,80,,,1
46507,"2021-05-18 01:49:42.191145",OLGPXOLGCICU001,IPR5376_FLMTRCS,,['1:5376'],['1:5376'],[],[],8000,80,,,1
46508,"2021-05-18 01:49:42.191180",OLGPXOLGCICU001,IPR5426_MBTCDUO,,['1:5426'],['1:5426'],[],[],8000,80,,,1
46509,"2021-05-18 01:49:42.191215",OLGPXOLGCICU001,IPR6199_CAGPWER,,['1:6199'],['1:6199'],[],[],8000,80,,,1
46510,"2021-05-18 01:49:42.191250",OLGPXOLGCICU001,IPR7928_ALPHACO,,['1:7928'],['1:7928'],[],[],8000,80,,,1
46511,"2021-05-18 01:49:42.191284",OLGPXOLGCICU001,IPR7998_AVISION,,['1:7988'],['1:7988'],[],[],8000,80,,,1
46512,"2021-05-18 01:49:42.191319",OLGPXOLGCICU001,IPR8106_BNCMEXI,,['1:8106'],['1:8106'],[],[],8000,80,,,1
46513,"2021-05-18 01:49:42.191353",OLGPXOLGCICU001,IPR30800_FTTH_NMS,,['1:30800'],['1:30800'],[],[],40000,80,,,1
46514,"2021-05-18 01:49:42.191387",OLGPXOLGCICU001,IPR7632_LANDTRANS,,['1:7632'],['1:7632'],[],[],8000,80,,,1
46515,"2021-05-18 01:49:42.191421",OLGPXOLGCICU001,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46516,"2021-05-18 01:49:42.191456",OLGPXOLGCICU001,IPR30903_FTTH_VoIP_Prod,,['1:30903'],['1:30903'],[],[],40000,80,,,1
46517,"2021-05-18 01:49:43.581869",CKLN8004CIBE002,IPR40004_S1,,"['1:40004', '1:50004']",[],[],[],100000,80,,,1
46518,"2021-05-18 01:49:43.581974",CKLN8004CIBE002,IPR40001_IUB,,"['1:40001', '1:50001']",['1:40001'],[],[],100000,80,,,1
46519,"2021-05-18 01:49:43.582041",CKLN8004CIBE002,IPR40003_OAM,,"['1:40003', '1:50003']",['1:40003'],[],[],100000,80,,,1
46520,"2021-05-18 01:49:43.582102",CKLN8004CIBE002,IPR40007_MBB,,['1:40007'],['1:40007'],[],[],100000,80,,,1
46521,"2021-05-18 01:49:43.582161",CKLN8004CIBE002,IPR40011_MBP,,['1:40011'],['1:40011'],[],[],100000,80,,,1
46522,"2021-05-18 01:49:43.582219",CKLN8004CIBE002,IPR40124_NTP,,['1:40124'],['1:40124'],[],[],100000,80,,,1
46523,"2021-05-18 01:49:43.582280",CKLN8004CIBE002,IPR40000_ABIS,,"['1:40000', '1:50000']",['1:40000'],[],[],100000,80,,,1
46524,"2021-05-18 01:49:43.582338",CKLN8004CIBE002,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],100000,80,,,1
46525,"2021-05-18 01:49:43.582398",CKLN8004CIBE002,IPR40006_VOIP,,['1:40006'],['1:40006'],[],[],100000,80,,,1
46526,"2021-05-18 01:49:43.582456",CKLN8004CIBE002,IPR40008_GPRS,,['1:40008'],['1:40008'],[],[],100000,80,,,1
46527,"2021-05-18 01:49:43.582515",CKLN8004CIBE002,IPR40017_WIFI,,['1:40017'],['1:40017'],[],[],100000,80,,,1
46528,"2021-05-18 01:49:43.582573",CKLN8004CIBE002,IPR30005_IT_DC,,['1:30005'],['1:30005'],[],[],100000,80,,,1
46529,"2021-05-18 01:49:43.582631",CKLN8004CIBE002,IPR30004_IT_LAN,,['1:30004'],['1:30004'],[],[],100000,80,,,1
46530,"2021-05-18 01:49:43.582690",CKLN8004CIBE002,IPR30012_NGNSIG,,['1:30012'],['1:30012'],[],[],100000,80,,,1
46531,"2021-05-18 01:49:43.582748",CKLN8004CIBE002,IPR40004_S1_POI,,['1:50004'],['1:50004'],[],[],100000,80,,,1
46532,"2021-05-18 01:49:43.582807",CKLN8004CIBE002,IPR44071_USA-OM,,['1:44071'],['1:44071'],[],[],100000,80,,,1
46533,"2021-05-18 01:49:43.582864",CKLN8004CIBE002,IPR30001_BNG_DRA,,['1:30001'],['1:30001'],[],[],60000,80,,,1
46534,"2021-05-18 01:49:43.582921",CKLN8004CIBE002,IPR40005_SIGTRAN,,['1:40005'],['1:40005'],[],[],8000,80,,,1
46535,"2021-05-18 01:49:43.582979",CKLN8004CIBE002,IPR40010_SERVICE,,['1:40010'],['1:40010'],[],[],100000,80,,,1
46536,"2021-05-18 01:49:43.583037",CKLN8004CIBE002,IPR40020_DMZ-NL2,,['1:40020'],['1:40020'],[],[],100000,80,,,1
46537,"2021-05-18 01:49:43.583094",CKLN8004CIBE002,IPR40026_VOIP_IMS,,['1:40026'],['1:40026'],[],[],100000,80,,,1
46538,"2021-05-18 01:49:43.583153",CKLN8004CIBE002,IPR30006_SECUREDNS,,['1:30006'],['1:30006'],[],[],100000,80,,,1
46539,"2021-05-18 01:49:43.583210",CKLN8004CIBE002,IPR40016_DATA_SYNC,,['1:40016'],['1:40016'],[],[],100000,80,,,1
46540,"2021-05-18 01:49:43.583268",CKLN8004CIBE002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46541,"2021-05-18 01:49:43.583327",CKLN8004CIBE002,IPR44072_USA-SERVICES,,['1:44072'],['1:44072'],[],[],100000,80,,,1
46542,"2021-05-18 01:49:43.932395",LCN04117CIBP002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46543,"2021-05-18 01:49:44.299021",BGO00V61CICN001,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46544,"2021-05-18 01:49:44.470057",VGN00C15CIBE002,IPR40001_IUB,,"['1:40001', '1:50001']",['1:40001'],[],[],100000,80,,,1
46545,"2021-05-18 01:49:44.470149",VGN00C15CIBE002,IPR40000_ABIS,,"['1:40000', '1:50000']",['1:40000'],[],[],100000,80,,,1
46546,"2021-05-18 01:49:44.470204",VGN00C15CIBE002,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],100000,80,,,1
46547,"2021-05-18 01:49:44.470255",VGN00C15CIBE002,IPR40004_S1_POI,,"['1:55008', '1:55009']",['1:50004'],[],[],100000,80,,,1
46548,"2021-05-18 01:49:44.470304",VGN00C15CIBE002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46549,"2021-05-18 01:49:45.693699",PRQPXPRQCIBE002,VRF_PATHYB_080321,,"['1:20050', '1:20051']",[],[],[],8000,80,,,1
46550,"2021-05-18 01:49:45.693774",PRQPXPRQCIBE002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46551,"2021-05-18 01:49:45.693818",PRQPXPRQCIBE002,VRF_PATHYB_080321_POI,,['1:65105'],"['1:20051', '1:65105']",[],[],8000,80,,,1
46552,"2021-05-18 01:49:45.703542",PRQG0049CIBE002,IPTV-local,,[],[],[],[],,,,,1
46553,"2021-05-18 01:49:45.703610",PRQG0049CIBE002,VOIP-local,,[],[],[],[],,,,,1
46554,"2021-05-18 01:49:45.703652",PRQG0049CIBE002,IPR40004_S1,,"['1:40004', '1:50004']",[],[],[],,,,,1
46555,"2021-05-18 01:49:45.703691",PRQG0049CIBE002,IPR20001_IPTV,,['1:20001'],['1:20001'],[],[],8000,80,,,1
46556,"2021-05-18 01:49:45.703728",PRQG0049CIBE002,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
46557,"2021-05-18 01:49:45.703765",PRQG0049CIBE002,IPR30001_BNG_DRA,,['1:30001'],['1:30001'],[],[],60000,80,,,1
46558,"2021-05-18 01:49:45.703802",PRQG0049CIBE002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46559,"2021-05-18 01:49:45.703840",PRQG0049CIBE002,IPR20003_FTTH_VoIP_PROD,,['1:20003'],['1:20003'],[],[],8000,80,,,1
46560,"2021-05-18 01:49:45.703875",PRQG0049CIBE002,IPR30903_FTTH_VoIP_Prod,,['1:30903'],['1:30903'],[],[],40000,80,,,1
46561,"2021-05-18 01:49:45.862503",SPC00E67CIRO002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46562,"2021-05-18 01:49:45.381602",CLA00633CICU001,IPR3007_BDO,,['1:3007'],['1:3007'],[],[],40000,80,,,1
46563,"2021-05-18 01:49:45.381670",CLA00633CICU001,IPR3115_PNB,,['1:3115'],['1:3115'],[],[],8000,80,,,1
46564,"2021-05-18 01:49:45.381713",CLA00633CICU001,IPR5495_LBP,,['1:5495'],['1:5495'],[],[],8000,80,,,1
46565,"2021-05-18 01:49:45.381748",CLA00633CICU001,IPR3124_RCBC,,['1:3124'],['1:3124'],[],[],8000,80,,,1
46566,"2021-05-18 01:49:45.381783",CLA00633CICU001,IPR3837_SMFI,,['1:3837'],['1:3837'],[],[],8000,80,,,1
46567,"2021-05-18 01:49:45.381819",CLA00633CICU001,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
46568,"2021-05-18 01:49:45.381854",CLA00633CICU001,IPR3381_LARES,,['1:3381'],['1:3381'],[],[],40000,80,,,1
46569,"2021-05-18 01:49:45.381893",CLA00633CICU001,IPR3926_BPI03,,['1:3926'],['1:3926'],[],[],8000,80,,,1
46570,"2021-05-18 01:49:45.381930",CLA00633CICU001,IPR5270_DMLTB,,['1:5270'],['1:5270'],[],[],8000,80,,,1
46571,"2021-05-18 01:49:45.381968",CLA00633CICU001,IPR6111_BIRMO,,['1:6111'],['1:6111'],[],[],40000,80,,,1
46572,"2021-05-18 01:49:45.382004",CLA00633CICU001,IPR7476_RBCPI,,['1:7476'],['1:7476'],[],[],8000,80,,,1
46573,"2021-05-18 01:49:45.382038",CLA00633CICU001,IPR7566_JRSBC,,['1:7566'],['1:7566'],[],[],8000,80,,,1
46574,"2021-05-18 01:49:45.382073",CLA00633CICU001,IPR7740_RICOH,,['1:7740'],['1:7740'],[],[],8000,80,,,1
46575,"2021-05-18 01:49:45.382107",CLA00633CICU001,IPR3133_ARGENT,,['1:3133'],['1:3133'],[],[],8000,80,,,1
46576,"2021-05-18 01:49:45.382142",CLA00633CICU001,IPR3191_NIPPON,,['1:3191'],['1:3191'],[],[],8000,80,,,1
46577,"2021-05-18 01:49:45.382176",CLA00633CICU001,IPR3223_SM-SVI,,['1:3223'],['1:3223'],[],[],8000,80,,,1
46578,"2021-05-18 01:49:45.382211",CLA00633CICU001,IPR3326_AUBANK,,['1:3326'],['1:3326'],[],[],8000,80,,,1
46579,"2021-05-18 01:49:45.382245",CLA00633CICU001,IPR3393_VICSAL,,['1:3393'],['1:3393'],[],[],8000,80,,,1
46580,"2021-05-18 01:49:45.382280",CLA00633CICU001,IPR3729_HAMMAD,,['1:3729'],['1:3729'],[],[],8000,80,,,1
46581,"2021-05-18 01:49:45.382316",CLA00633CICU001,IPR5686_EMSCAI,,['1:5686'],['1:5686'],[],[],8000,80,,,1
46582,"2021-05-18 01:49:45.382351",CLA00633CICU001,IPR7290_PAMANA,,['1:7290'],['1:7290'],[],[],8000,80,,,1
46583,"2021-05-18 01:49:45.382386",CLA00633CICU001,IPR30012_NGNSIG,,['1:30012'],['1:30012'],[],[],40000,80,,,1
46584,"2021-05-18 01:49:45.382420",CLA00633CICU001,IPR3013_GOLDARC,,['1:3013'],['1:3013'],[],[],8000,80,,,1
46585,"2021-05-18 01:49:45.382458",CLA00633CICU001,IPR3023_SUNLIFE,,['1:3023'],['1:3023'],[],[],8000,80,,,1
46586,"2021-05-18 01:49:45.382494",CLA00633CICU001,IPR3042_NBSTORE,,['1:3042'],['1:3042'],[],[],8000,80,,,1
46587,"2021-05-18 01:49:45.382529",CLA00633CICU001,IPR3046_INSULAR,,['1:3046'],['1:3046'],[],[],8000,80,,,1
46588,"2021-05-18 01:49:45.382564",CLA00633CICU001,IPR3059_PRULIFE,,['1:3059'],['1:3059'],[],[],8000,80,,,1
46589,"2021-05-18 01:49:45.382599",CLA00633CICU001,IPR3063_ABOITIZ,,['1:3063'],['1:3063'],[],[],8000,80,,,1
46590,"2021-05-18 01:49:45.382648",CLA00633CICU001,IPR3067_RUSTANS,,['1:3067'],['1:3067'],[],[],8000,80,,,1
46591,"2021-05-18 01:49:45.382685",CLA00633CICU001,IPR3068_PJLHUIL,,['1:3068'],['1:3068'],[],[],8000,80,,,1
46592,"2021-05-18 01:49:45.382719",CLA00633CICU001,IPR3135_SECBANK,,['1:3135'],['1:3135'],[],[],8000,80,,,1
46593,"2021-05-18 01:49:45.382754",CLA00633CICU001,IPR3157_EXECUTV,,['1:3157'],['1:3157'],[],[],8000,80,,,1
46594,"2021-05-18 01:49:45.382788",CLA00633CICU001,IPR3172_BDO_NET,,['1:3172'],['1:3172'],[],[],8000,80,,,1
46595,"2021-05-18 01:49:45.382823",CLA00633CICU001,IPR3175_METBANK,,['1:3175'],['1:3175'],[],[],8000,80,,,1
46596,"2021-05-18 01:49:45.382858",CLA00633CICU001,IPR3179_GOLDLCS,,['1:3179'],['1:3179'],[],[],8000,80,,,1
46597,"2021-05-18 01:49:45.382892",CLA00633CICU001,IPR3182_MEDCARD,,['1:3182'],['1:3182'],[],[],8000,80,,,1
46598,"2021-05-18 01:49:45.382927",CLA00633CICU001,IPR3200_PURGOLD,,['1:3200'],['1:3200'],[],[],8000,80,,,1
46599,"2021-05-18 01:49:45.382964",CLA00633CICU001,IPR3220_VETERAN,,['1:3220'],['1:3220'],[],[],8000,80,,,1
46600,"2021-05-18 01:49:45.382999",CLA00633CICU001,IPR3289_PSSLOAN,,['1:3289'],['1:3289'],[],[],8000,80,,,1
46601,"2021-05-18 01:49:45.383033",CLA00633CICU001,IPR3374_LBCXPRS,,['1:3374'],['1:3374'],[],[],8000,80,,,1
46602,"2021-05-18 01:49:45.383069",CLA00633CICU001,IPR3615_LNDBANK,,['1:3615'],['1:3615'],[],[],8000,80,,,1
46603,"2021-05-18 01:49:45.383104",CLA00633CICU001,IPR3616_RCBCVPN,,['1:3616'],['1:3616'],[],[],8000,80,,,1
46604,"2021-05-18 01:49:45.383139",CLA00633CICU001,IPR3619_NETNFRA,,['1:3619'],['1:3619'],[],[],8000,80,,,1
46605,"2021-05-18 01:49:45.383174",CLA00633CICU001,IPR3713_MAXCARE,,['1:3713'],['1:3713'],[],[],8000,80,,,1
46606,"2021-05-18 01:49:45.383209",CLA00633CICU001,IPR3726_ASIANTI,,['1:3726'],['1:3726'],[],[],8000,80,,,1
46607,"2021-05-18 01:49:45.383246",CLA00633CICU001,IPR3867_AVENTUS,,['1:3867'],['1:3867'],[],[],8000,80,,,1
46608,"2021-05-18 01:49:45.383282",CLA00633CICU001,IPR39983_RADNMS,,['1:39983'],['1:39983'],[],[],40000,70,,,1
46609,"2021-05-18 01:49:45.383318",CLA00633CICU001,IPR5419_STONINO,,['1:5419'],['1:5419'],[],[],8000,80,,,1
46610,"2021-05-18 01:49:45.383353",CLA00633CICU001,IPR5448_PHLHLTH,,['1:5448'],['1:5448'],[],[],8000,80,,,1
46611,"2021-05-18 01:49:45.383388",CLA00633CICU001,IPR7500_DNDOOCD,,['1:7500'],['1:7500'],[],[],8000,80,,,1
46612,"2021-05-18 01:49:45.383422",CLA00633CICU001,IPR8046_CAVALCI,,['1:8046'],['1:8046'],[],[],8000,80,,,1
46613,"2021-05-18 01:49:45.383456",CLA00633CICU001,IPR8073_CLADSWD,,['1:8073'],['1:8073'],[],[],8000,80,,,1
46614,"2021-05-18 01:49:45.383490",CLA00633CICU001,IPR8191_PGOVLAG,,['1:8191'],['1:8191'],[],[],8000,80,,,1
46615,"2021-05-18 01:49:45.383525",CLA00633CICU001,IPR8258_TESTCRCT,,['1:8258'],['1:8258'],[],[],8000,80,,,1
46616,"2021-05-18 01:49:45.383560",CLA00633CICU001,IPR30800_FTTH_NMS,,['1:30800'],['1:30800'],[],[],40000,80,,,1
46617,"2021-05-18 01:49:45.383596",CLA00633CICU001,IPR7632_LANDTRANS,,['1:7632'],['1:7632'],[],[],8000,80,,,1
46618,"2021-05-18 01:49:45.383634",CLA00633CICU001,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
46619,"2021-05-18 01:49:45.383694",CLA00633CICU001,IPR30903_FTTH_VoIP_Prod,,['1:30903'],['1:30903'],[],[],40000,80,,,1
46620,"2021-05-18 01:49:46.048542",SUB00527CICU001,IPR3007_BDO,,['1:3007'],['1:3007'],[],[],8000,80,,,1
46621,"2021-05-18 01:49:46.048692",SUB00527CICU001,IPR3110_BOC,,['1:3110'],['1:3110'],[],[],8000,80,,,1
46622,"2021-05-18 01:49:46.048784",SUB00527CICU001,IPR3115_PNB,,['1:3115'],['1:3115'],[],[],8000,80,,,1
46623,"2021-05-18 01:49:46.048867",SUB00527CICU001,IPR3117_SGS,,['1:3117'],['1:3117'],[],[],8000,80,,,1
46624,"2021-05-18 01:49:46.048958",SUB00527CICU001,IPR3290_DBP,,['1:3290'],['1:3290'],[],[],8000,80,,,1
46625,"2021-05-18 01:49:46.049046",SUB00527CICU001,IPR40004_S1,,"['1:40004', '1:55011']","['1:50004', '1:55011']",[],[],100000,80,,,1
46626,"2021-05-18 01:49:46.049134",SUB00527CICU001,IPR3124_RCBC,,['1:3124'],['1:3124'],[],[],8000,80,,,1
46627,"2021-05-18 01:49:46.049195",SUB00527CICU001,IPR40001_IUB,,['1:40001'],['1:50001'],[],[],100000,80,,,1
46628,"2021-05-18 01:49:46.049256",SUB00527CICU001,IPR40003_OAM,,['1:40003'],['1:50003'],[],[],100000,80,,,1
46629,"2021-05-18 01:49:46.049314",SUB00527CICU001,IPR6166_HDMF,,['1:6166'],['1:6166'],[],[],8000,80,,,1
46630,"2021-05-18 01:49:46.049372",SUB00527CICU001,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
46631,"2021-05-18 01:49:46.049430",SUB00527CICU001,IPR3094_CHINA,,['1:3094'],['1:3094'],[],[],8000,80,,,1
46632,"2021-05-18 01:49:46.049487",SUB00527CICU001,IPR3434_UNION,,['1:3434'],['1:3434'],[],[],8000,80,,,1
46633,"2021-05-18 01:49:46.049545",SUB00527CICU001,IPR3456_YUSEN,,['1:3456'],['1:3456'],[],[],8000,80,,,1
46634,"2021-05-18 01:49:46.049602",SUB00527CICU001,IPR3926_BPI03,,['1:3926'],['1:3926'],[],[],8000,80,,,1
46635,"2021-05-18 01:49:46.049659",SUB00527CICU001,IPR40002_SYNC,,['1:40002'],['1:50002'],[],[],100000,80,,,1
46636,"2021-05-18 01:49:46.049716",SUB00527CICU001,IPR6111_BIRMO,,['1:6111'],['1:6111'],[],[],8000,80,,,1
46637,"2021-05-18 01:49:46.049773",SUB00527CICU001,IPR3232_EWBANK,,['1:3232'],['1:3232'],[],[],8000,80,,,1
46638,"2021-05-18 01:49:46.049831",SUB00527CICU001,IPR3326_AUBANK,,['1:3326'],['1:3326'],[],[],8000,80,,,1
46639,"2021-05-18 01:49:46.049887",SUB00527CICU001,IPR3382_TOYOTA,,['1:3382'],['1:3382'],[],[],8000,80,,,1
46640,"2021-05-18 01:49:46.049944",SUB00527CICU001,IPR5268_INLAND,,['1:5268'],['1:5268'],[],[],8000,80,,,1
46641,"2021-05-18 01:49:46.050001",SUB00527CICU001,IPR5414_ROYALD,,['1:5414'],['1:5414'],[],[],8000,80,,,1
46642,"2021-05-18 01:49:46.050057",SUB00527CICU001,IPR6060_LOFALC,,['1:6060'],['1:6060'],[],[],8000,80,,,1
46643,"2021-05-18 01:49:46.050114",SUB00527CICU001,NSO-PE-CE-3070,,['1:20055'],['1:20054'],[],[],8000,80,,,1
46644,"2021-05-18 01:49:46.050172",SUB00527CICU001,IPR3067_RUSTANS,,['1:3067'],['1:3067'],[],[],8000,80,,,1
46645,"2021-05-18 01:49:46.050231",SUB00527CICU001,IPR3104_PHILBUS,,['1:3104'],['1:3104'],[],[],8000,80,,,1
46646,"2021-05-18 01:49:46.050289",SUB00527CICU001,IPR3135_SECBANK,,['1:3135'],['1:3135'],[],[],8000,80,,,1
46647,"2021-05-18 01:49:46.050347",SUB00527CICU001,IPR3164_STRADCM,,['1:3164'],['1:3164'],[],[],8000,80,,,1
46648,"2021-05-18 01:49:46.050404",SUB00527CICU001,IPR3172_BDO_NET,,['1:3172'],['1:3172'],[],[],8000,80,,,1
46649,"2021-05-18 01:49:46.050462",SUB00527CICU001,IPR3175_METBANK,,['1:3175'],['1:3175'],[],[],8000,80,,,1
46650,"2021-05-18 01:49:46.050519",SUB00527CICU001,IPR3200_PURGOLD,,['1:3200'],['1:3200'],[],[],8000,80,,,1
46651,"2021-05-18 01:49:46.050577",SUB00527CICU001,IPR3361_UCPBVPN,,['1:3361'],['1:3361'],[],[],8000,80,,,1
46652,"2021-05-18 01:49:46.050633",SUB00527CICU001,IPR3373_JARDINE,,['1:3373'],['1:3373'],[],[],8000,80,,,1
46653,"2021-05-18 01:49:46.050691",SUB00527CICU001,IPR3374_LBCXPRS,,['1:3374'],['1:3374'],[],[],8000,80,,,1
46654,"2021-05-18 01:49:46.050749",SUB00527CICU001,IPR3397_PIONEER,,['1:3397'],['1:3397'],[],[],8000,80,,,1
46655,"2021-05-18 01:49:46.050807",SUB00527CICU001,IPR3467_CHNTRST,,['1:3467'],['1:3467'],[],[],8000,80,,,1
46656,"2021-05-18 01:49:46.050866",SUB00527CICU001,IPR3544_BOIDATA,,['1:3544'],['1:3544'],[],[],8000,80,,,1
46657,"2021-05-18 01:49:46.050924",SUB00527CICU001,IPR3615_LNDBANK,,['1:3615'],['1:3615'],[],[],8000,80,,,1
46658,"2021-05-18 01:49:46.050981",SUB00527CICU001,IPR3616_RCBCVPN,,['1:3616'],['1:3616'],[],[],8000,80,,,1
46659,"2021-05-18 01:49:46.051039",SUB00527CICU001,IPR3827_ORIXMET,,['1:3827'],['1:3827'],[],[],8000,80,,,1
46660,"2021-05-18 01:49:46.051096",SUB00527CICU001,IPR3848_DHLXPRS,,['1:3848'],['1:3848'],[],[],8000,80,,,1
46661,"2021-05-18 01:49:46.051153",SUB00527CICU001,IPR39983_RADNMS,,['1:39983'],['1:39983'],[],[],40000,80,,,1
46662,"2021-05-18 01:49:46.051211",SUB00527CICU001,IPR5498_MALAYAN,,['1:5498'],['1:5498'],[],[],8000,80,,,1
46663,"2021-05-18 01:49:46.051268",SUB00527CICU001,IPR7062_PACIFIC,,['1:7062'],['1:7062'],[],[],8000,80,,,1
46664,"2021-05-18 01:49:46.051326",SUB00527CICU001,IPR7885_SEAGAME,,['1:7885'],['1:7885'],[],[],8000,80,,,1
46665,"2021-05-18 01:49:46.051384",SUB00527CICU001,IPR30800_FTTH_NMS,,['1:30800'],['1:30800'],[],[],40000,80,,,1
